LICENSE,NAME,ADDRESS,CITY,ST,ZIP,COUNTY,OWNER,OPR FNAME,OPR LNAME,TELEPHONE
KY22006747,"FRANKFORT FAMILY CARE CENTER, PLLC","279 KINGS DAUGHTER DRIVE, SUITE 201",FRANKFORT,KY,40601,FRANKLIN,,,,(502) 227-4723
KY22029543,"FREEDOM BRIDGE TO RECOVERY MULTICARE, LLC",1711 DESTINY LANE,BOWLING GREEN,KY,42104,WARREN,,,,(270) 904-0323
KY22028498,"FRESH START HEALTH, PSC",336 29TH STREET SUITE 203,ASHLAND,KY,41101,BOYD,,,,(606) 225-8299
KY22005383,FROGGE FAMILY MEDICINE,410 HOTCHKISS ST,CAMPBELLSVILLE,KY,42718,TAYLOR,,,,(270) 465-0191
KY22007526,"FUTURE HOPE PEDIATRICS, PLLC",231 MIDLAND PARK,SHELBYVILLE,KY,40065,SHELBY,,,,(502) 633-6411
KY22014353,GADDIE EYE CENTER-LAGRANGE,1917 SOUTH HIGHWAY 53,LA GRANGE,KY,40031,OLDHAM,,,,(502) 225-0301
KY22014352,GADDIE EYE CENTER-LOUISVILLE,7635 SHELBYVILLE ROAD,LOUISVILLE,KY,40222,JEFFERSON,,,,(502) 423-8500
KY22021638,GADDIE EYE CENTERS,2555 HIGHWAY 227,CARROLLTON,KY,41008,CARROLL,,,,(502) 732-5006
KY22021639,GADDIE EYE CENTERS,9850 VON ALLMAN COURT,LOUISVILLE,KY,40241,JEFFERSON,,,,(502) 429-3630
KY22000108,GAMALIEL CLINIC,102 RHODES STREET,GAMALIEL,KY,42140,MONROE,,,,(502) 457-3000
KY22003006,GARY G SPENCER MD LLC,1602 B CANTON STREET,HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(270) 885-0953
KY22004261,"GARY WEINBERGER, MD, PSC",610 NORTH MAIN STREET,NICHOLASVILLE,KY,40356,JESSAMINE,,,,(859) 881-0533
KY22028574,GASTROENTEROLOGY AND HEPATOLOGY OF THE BLUEGRASS,"1138 LEXINGTON RD, SUITE 140",GEORGETOWN,KY,40324,SCOTT,,,,(502) 570-3782
KY22000506,GASTROENTEROLOGY ASSOCIATES OF HAZARD,200 MEDICAL CENTER DRIVE,HAZARD,KY,41701,PERRY,,,,(606) 439-3952
KY22003452,GASTROENTEROLOGY ASSOCIATES OF LAKE CUMBERLAND,56 TOWER CIRCLE,SOMERSET,KY,42503,PULASKI,,,,(606) 677-2913
KY22029447,GATEWAY RECOVERY CLINIC,"805 ALEXA DRIVE, SUITE D",MOUNT STERLING,KY,40353,MONTGOMERY,,,,(859) 432-8002
KY22002232,GAURANG SHAH MD,2025 CORPORATE DR SUITE #1,RICHMOND,KY,40475,MADISON,,,,(606) 625-0045
18D0920095,GAY FULKERSON MD PSC,310 SOUTH MAIN STREET,LEITCHFIELD,KY,42754,GRAYSON,,GAY,FULKERSON,(270) 259-4666
KY22003057,"GEETA CHAVDA, MD",1739 CANTON STREET,HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(270) 881-1411
KY22001413,GENERAL MEDICAL LABORATORY,336 NORTH MAYO TRAIL MAYO PLAZA,PAINTSVILLE,KY,41240,JOHNSON,,,,(606) 789-1031
KY22012607,GENERATIONS PRIMARY CARE PSC,270 BURLEY DRIVE,HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(270) 887-6767
KY22003523,"GEORGE C BORST, III, MD, PSC","613 23RD STREET, SUITE 340",ASHLAND,KY,41101,BOYD,,,,(606) 833-1010
KY22002556,GEORGE H CAUDILL PSC,1893 REDFOX ROAD,REDFOX,KY,41847,KNOTT,,,,(606) 642-3250
KY22023146,GEORGETOWN FAMILY PHYSICIANS EXPRESS CARE,1502 OXFORD DRIVE STE 100,GEORGETOWN,KY,40324,SCOTT,,,,(502) 570-3785
KY22000428,GEORGETOWN FAMILY PHYSICIANS PSC,1138 LEXINGTON ROAD #130,GEORGETOWN,KY,40324,SCOTT,,,,(502) 863-1231
KY22002293,GEORGETOWN INTERNAL MEDICINE,1138 LEXINGTON ROAD,GEORGETOWN,KY,40324,SCOTT,,,,(502) 863-0721
KY22002501,GEORGETOWN PEDIATRICS PSC,1162 LEXINGTON ROAD,GEORGETOWN,KY,40324,SCOTT,,,,(502) 863-6426
KY22009347,GEORGETOWN URGENT CARE,"111 OSBOURNE WAY, SUITE 101",GEORGETOWN,KY,40324,SCOTT,,,,(859) 466-8956
KY22025870,GET HEALTHY NOW,1980 ARTHUR ST,LOUISVILLE,KY,40208,JEFFERSON,,,,(502) 588-0770
KY22015253,GGC-MUNFORDVILLE-PANDEYA,950 MAIN STREET,MUNFORDVILLE,KY,42765,HART,,,,(270) 524-1201
KY22005926,"GHAYTH M HAMMAD, MD, PSC",222 WEST PORTER STREET,MORGANTOWN,KY,42261,BUTLER,,,,(270) 526-9652
18D0934884,GLASGOW PEDIATRIC HEALTHCARE,301 PROFESSIONAL PARK,GLASGOW,KY,42142,BARREN,,MELISSA,DENNISON,(270) 651-9696
KY22024460,GLASGOW TREATMENT CENTER,220 NORTH RACE STREET,GLASGOW,KY,42141,BARREN,,,,(270) 629-2007
KY22014066,"GLASSER CLINIC, THE","1325 ANDREA STREET, STE 100",BOWLING GREEN,KY,42104,WARREN,,,,(270) 901-3454
KY22001986,GLEN R VAN LOON MD PHD FRCP,619 OLD SYMSONIA ROAD SUITE C,BENTON,KY,42025,MARSHALL,,,,(270) 527-2560
KY22000343,GLENN J BICHLMEIR MD,7577 ALEXANDRIA PIKE,ALEXANDRIA,KY,41001,CAMPBELL,,,,(606) 635-4143
KY22014226,GLENNDALE MEDICAL CARE,"65 GLENNDALE DRIVE, SUITE 1",MANCHESTER,KY,40962,CLAY,,,,(606) 599-2508
KY22002438,"GLK ENTERPRISES, LLC DBA WILKES CLINIC",104 MOHAWK STREET,BROWNSVILLE,KY,42210,EDMONSON,,SANJAY,KAUL,(270) 597-2155
KY22025151,GML PAIN MD PSC OPERATING AS SPECIALIST IN PAIN,11300 MAPLE BROOK DRIVE,LOUISVILLE,KY,40241,JEFFERSON,,,,(502) 253-0505
KY22001316,GODFREY & GODFREY PSC,914 N DIXIE STE 304,ELIZABETHTOWN,KY,42701,HARDIN,,,,(502) 769-1049
KY22026079,GOOD HEART CORPORATION,1380 HWY 192E,LONDON,KY,40741,LAUREL,,,,(606) 330-0050
KY22000585,GORDON & SALTER CHARTERED,311 RADIO PARK DR SUITE A,RICHMOND,KY,40475,MADISON,,,,(606) 624-2010
KY22001097,GRACE COMMUNITY HEALTH CENTER INC,1419 CUMBERLAND FALLS HWY,CORBIN,KY,40701,WHITLEY,,TRUMAN,PERRY,(606) 528-4481
KY22001099,GRACE COMMUNITY HEALTH CENTER INC,121 BISHOP STREET,CORBIN,KY,40701,WHITLEY,,TRUMAN,PERRY,(606) 528-2124
KY22025093,"GRATEFUL DOC, LLC","2101 NICHOLASVILLE ROAD, #400",LEXINGTON,KY,40503,FAYETTE,,,,(859) 373-0643
18D0969667,GRAVES GILBERT CLINIC - ADAMS,119 MEMORIAL DRIVE,FRANKLIN,KY,42135,SIMPSON,JOHN V ADAMS,JOHN,ADAMS,(270) 586-9533
18D0325872,GRAVES GILBERT CLINIC - PEDIATRIC ASSOCIATES,1211 ASHLEY CIRCLE,BOWLING GREEN,KY,42104,WARREN,,JEFFRIES,BLACKERBY,(270) 783-0474
18D0325864,GRAVES GILBERT CLINIC - PRIME CARE,990 WILKINSON TRACE,BOWLING GREEN,KY,42103,WARREN,,JOHN,GOVER,(270) 781-4043
18D0325875,GRAVES GILBERT CLINIC - WALK-IN CARE,1225 FAIRWAY STREET,BOWLING GREEN,KY,42103,WARREN,,MEDHAT,GRACE,(270) 781-3910
18D0873303,GRAVES GILBERT CLINIC - WKU,1681 NORMAL DRIVE,BOWLING GREEN,KY,42101,WARREN,,YVONNE,HERMANN,(270) 745-2273
18D0991717,GRAVES GILBERT CLINIC AVULA,121 COLLEGE STREET,SMITHS GROVE,KY,42171,WARREN,,PRAVIN,AVULA,(270) 563-3000
KY22029162,GRAVES GILBERT CLINIC BROWNSVILLE,100 PARK PLACE SUITE 6,BROWNSVILLE,KY,42210,EDMONSON,,,,(270) 783-0474
18D1019034,GRAVES GILBERT CLINIC CAVE CITY WILLIAMS,400 N DIXIE HIGHWAY,CAVE CITY,KY,42127,BARREN,,ROGER,WILLIAMS,(270) 773-3737
KY22000534,GRAVES GILBERT CLINIC D GRANESE,720 2ND STREET SUITE 303,BOWLING GREEN,KY,42101,WARREN,,,,(270) 843-5116
KY22024439,GRAVES GILBERT CLINIC FAMILY CARE CENTER,2724 NASHVILLE ROAD,BOWLING GREEN,KY,42101,WARREN,,YVONNE,HERMANN,(270) 783-0474
KY22026450,GRAVES GILBERT CLINIC FCC - LINDSEY WHITEMAN,2724 NASHVILLE ROAD,BOWLING GREEN,KY,42101,WARREN,,,,(270) 783-0474
KY22024951,GRAVES GILBERT CLINIC FRANKLIN RED OAK,1112 SOUTH MAIN STREET,FRANKLIN,KY,42134,SIMPSON,,YVONNE,HERMANN,(270) 783-0474
KY22020595,GRAVES GILBERT CLINIC GLASGOW,1330 N RACE STREET,GLASGOW,KY,42141,BARREN,,JACQUELINE,GRANESE,(270) 629-5111
KY22028532,GRAVES GILBERT CLINIC HARTLAND,1065 ASHLEY STREET,BOWLING GREEN,KY,42103,WARREN,,,,(270) 393-2795
KY22019491,GRAVES GILBERT CLINIC HSIEH,1402 ANDREA STREET,BOWLING GREEN,KY,42104,WARREN,,,,(270) 781-0167
KY22003490,GRAVES GILBERT CLINIC LEWISBURG,285 STACKER STREET,LEWISBURG,KY,42256,LOGAN,,,,(270) 725-9700
KY22003392,GRAVES GILBERT CLINIC MORGANTOWN,101 ROBERTS STREET,MORGANTOWN,KY,42261,BUTLER,,JACQUELINE,GRANESE,(270) 526-3841
KY22000497,GRAVES GILBERT CLINIC PSC,1405 NASHVILLE STREET,RUSSELLVILLE,KY,42276,LOGAN,,,,(270) 725-4595
KY22014333,GRAVES GILBERT CLINIC UROLOGY GROUP,1325 ANDREA STREET,BOWLING GREEN,KY,42104,WARREN,,,,(270) 781-5111
KY22002281,GRAVES GILBERT CLINIC YURCHISIN,201 PARK STREET,BOWLING GREEN,KY,42101,WARREN,,,,(270) 781-5111
KY22000118,GRAVETT CLINIC,517 WASHINGTON STREET,SHELBYVILLE,KY,40065,SHELBY,,,,(502) 633-0120
KY22027886,GRAYSON COUNTY FAMILY MEDICINE PLLC,133 FOUNTAIN VIEW DRIVE,LEITCHFIELD,KY,42754,GRAYSON,,,,(270) 200-2900
KY22011946,GREATER CINCINNATI PAIN MANAGEMENT CENTERS,"103 LANDMARK DRIVE, SUITE 110",BELLEVUE,KY,41073,CAMPBELL,,,,(859) 441-0400
KY22000203,GREATER LOUISVILLE INTERNAL MEDICINE,250 E LIBERTY STREET STE 410,LOUISVILLE,KY,40202,JEFFERSON,,,,(502) 214-8114
KY22001023,GREATER LOUISVILLE INTERNAL MEDICINE,9517 US HIGHWAY 42,PROSPECT,KY,40059,JEFFERSON,,,,(502) 214-8114
KY22003045,GREATER LOUISVILLE INTERNAL MEDICINE PSC,9403 WESTPORT ROAD,LOUISVILLE,KY,40241,JEFFERSON,,,,(502) 587-0521
KY22003301,GREEN COUNTY PRIMARY CARE,310 INDUSTRIAL PARK ROAD,GREENSBURG,KY,42743,GREEN,,,,(270) 299-2247
KY22011810,GREENSBURG HEALTHCARE,2680 CAMPBELLSVILLE ROAD,GREENSBURG,KY,42743,GREEN,,MELISSA,DENNISON,(270) 299-2222
18D0325847,GREENVIEW MEDICAL GROUP BOWLING GREEN,1777 ASHLEY CIRCLE,BOWLING GREEN,KY,42104,WARREN,,REBECCA,PORTER,(270) 781-4090
KY22022945,GREENVIEW MEDICAL GROUP THE ALLEN CLINIC,746 CAMPBELL LANE STE 101,BOWLING GREEN,KY,42104,WARREN,,,,(270) 843-9510
KY22029238,GRW LAB,404 SHOPPERS DRIVE,WINCHESTER,KY,40391,CLARK,,,,(859) 737-5333
KY22011306,GURSHARAN KAUR SIDHU MD,29 EULA GRAY STREET,HARLAN,KY,40831,HARLAN,,,,(606) 573-9690
KY22000057,H A PERRY MD,PO BOX 249,WHITLEY CITY,KY,42653,MCCREARY,,,,(606) 376-5363
KY22027896,HANCOCK HEALTH LLC,185 STATE ROUTE 271 S,LEWISPORT,KY,42351,HANCOCK,,,,(270) 927-9991
KY22020777,HARDIN MEMORIAL CANCER CARE SERVICES,521 ROBINBROOKE BLVD,ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 706-5065
KY22002357,HARDIN PROFESSIONAL SERVICES LLC,1700 RING ROAD,ELIZABETHTOWN,KY,42701,HARDIN,,,,(502) 769-5551
KY22019653,"HAROLD T PRETORIUS, MD","103 LANDMARK DRIVE, SUITE 365",BELLEVUE,KY,41073,CAMPBELL,,,,(513) 531-3797
KY22011288,HARRISON MEMORIAL HOSPITAL UROLOGY CLINIC,1210 KY HWY 36E SUITE C1,CYNTHIANA,KY,41031,HARRISON,,,,(859) 235-3532
KY22028890,"HARSHUL PATEL, MD",1724 KENTON ST DOCTOR PAVILION,HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(270) 887-9066
KY22002277,HART OPHTHALMOLOGY ASSOC,300 SOUTH 8TH STE 505 EAST,MURRAY,KY,42071,CALLOWAY,,,,(502) 753-3131
KY22029537,"HARTFORD FIRE INS CO ONSITE, THE",3087 TERMINAL DRIVE,HEBRON,KY,41048,BOONE,,,,(513) 818-7901
KY22021101,HAYDEN VISION,"110 THIRD STREET, SUITE 330",HENDERSON,KY,42420,HENDERSON,,,,(270) 826-5100
KY22027222,HEALTH CONNECTIONS DIRECT PRIMARY CARE PLLC,527 CENTRE VIEW BOULEVARD,CRESTVIEW HILLS,KY,41017,KENTON,,,,(859) 905-0707
KY22028065,HEALTH EXPRESS URGENT CARE PLLC,94 DOG PATCH TRADING CENTER STE 2,LONDON,KY,40741,LAUREL,,,,(606) 877-1532
KY22001298,HEALTH FIRST COMMUNITY HEALTH CENTER,9086 STATE RT 132 WEST,CLAY,KY,42404,WEBSTER,,,,(270) 664-2526
KY22002186,HEALTH FIRST COMMUNITY HEALTH CENTER,215 EAST MAIN STREET,PROVIDENCE,KY,42450,WEBSTER,,,,(270) 667-7017
KY22002334,HEALTH FIRST COMMUNITY HEALTH CENTER,295 EAST MAIN STREET,CALHOUN,KY,42327,MCLEAN,,,,(270) 273-9310
KY22003722,"HEALTH QUEST MEDICAL CARE, PSC",2200 E PARRISH BLDG C STE101C,OWENSBORO,KY,42303,DAVIESS,,,,(270) 683-3073
KY22027727,"HEALTHCARE FOR KIDS & TEENS, PLLC",54 MILLER PIKE,LEBANON,KY,40033,MARION,,,,(270) 692-9015
KY22004282,HEALTHFIRST FAMILY MEDICAL CLINIC,1830 DESTINY LANE,BOWLING GREEN,KY,42104,WARREN,,,,(270) 781-1101
KY22002035,HEALTHPOINT FAMILY CARE INC,101 ORCHARD DRIVE,NICHOLASVILLE,KY,40356,JESSAMINE,,,,(859) 881-4288
KY22015912,HEALTHWAY INTERNAL MEDICINE & PEDIATRICS PLLC,1009 NORTH DIXIE AVENUE,ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 765-4361
KY22000725,HEALTHY COMMUNITY SERVICES OF OUR LADY,1000 ASHLAND DRIVE,ASHLAND,KY,41101,BOYD,,,,(606) 329-8447
KY22029030,HEALTHY LIVING PRIMARY CARE DBA,"4400 BRECKINRIDGE LANE, SUITE 147",LOUISVILLE,KY,40218,JEFFERSON,,,,(502) 708-1904
KY22003095,"HEART CENTER OF SOMERSET, PLLC, THE","104 HARDIN LANE, SUITE B",SOMERSET,KY,42503,PULASKI,,,,(606) 677-1112
KY22015569,"HEART MATTERS, PSC","789 EASTERN BY-PASS, MOB1, SUITE 20",RICHMOND,KY,40475,MADISON,,,,(859) 625-5511
KY22000416,"HEARTLAND CARES, INC",1903 BROADWAY STREET,PADUCAH,KY,42001,MCCRACKEN,,,,(270) 444-8183
KY22001164,HEARTLAND WOMANS HEALTHCARE PLLC,1201 WOODLAND DR,ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 737-2727
KY22029490,HEILIG ORTHOPAEDICS LLC,318 HIGHLAND PARK DR,RICHMOND,KY,40475,MADISON,,,,(859) 353-4180
KY22011809,HENDERSON DERMATOLOGY,1413 NORTH ELM STREET SUITE 202,HENDERSON,KY,42420,HENDERSON,,MICHAEL,CROWE,(270) 852-3879
KY22000671,HENRY CASEY COVINGTON PLLC,1602 CANTON STREET SUITE A,HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(270) 886-1773
KY22002491,HENRY COUNTY MEDICAL CENTER PSC,MAIN ST PO BOX 189,NEW CASTLE,KY,40050,HENRY,,,,(502) 845-7550
KY22001397,HENRY G ADKINS MD PSC,ROUTE 442 B,GRAYSON,KY,41143,CARTER,,,,(606) 474-7808
KY22000546,"HERITAGE,THE",192 BACON CREEK ROAD,CORBIN,KY,40701,WHITLEY,,,,(606) 526-1900
KY22002251,HIGHLANDS CANCER CENTER,4958 KENTUCKY HIGHWAY 321,PRESTONSBURG,KY,41653,FLOYD,,,,(606) 886-0999
KY22029027,HIGHLANDS INTERNAL MEDICINE,5000 KY RTE 321 SUITE 3102B,PRESTONSBURG,KY,41653,FLOYD,,,,(606) 889-3650
KY22029010,HIGHLANDS INTERNAL MEDICINE,5000 KY RTE 321 SUITE 3102B,PRESTONSBURG,KY,41653,FLOYD,,,,(606) 889-3650
KY22026865,HIGHLANDS ONCOLOGY,5000 KY ROUTE 321,PRESTONSBURG,KY,41653,FLOYD,,,,(606) 889-6390
KY22028740,"HILLCREST PAIN AND SPINE, LLC",853 LANE ALLEN ROAD,LEXINGTON,KY,40504,FAYETTE,,,,(859) 523-5300
KY22007026,HMH ELIZABETHTOWN DIAGNOSTIC IMAGING,"2409 RING ROAD, SUITE 114",ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 982-3344
KY22002341,HMH MED GRP INTERNAL MEDICINE & PEDIATRICS,75 NATURE TRAIL SUITE 3,RADCLIFF,KY,40160,HARDIN,,,,(270) 351-2323
KY22023363,HMH MEDICAL GROUP COOL SPRINGS FAMILY MEDICINE,2413 RING ROAD SUITE 100,ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 737-0077
KY22028149,"HMH MEDICAL GROUP- EAR, NOSE & THROAT","2411 RING ROAD, STE 105",ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 706-5265
KY22015380,HMH MEDICAL GROUP- ELIZABETHTOWN FAMILY MEDICINE,"2411 RING ROAD, SUITE 114",ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 706-1925
18D0899748,HMH MEDICAL GRP MEADE CO FAMILY MEDICINE,534 HILLCREST DRIVE,BRANDENBURG,KY,40108,MEADE,,JEANETTA,BOSLEY,(270) 422-5000
KY22020296,HMH PHYSICIAN GROUP PRIMARY CARE,439 EAST PLEASANT,CYNTHIANA,KY,41031,HARRISON,,,,(859) 234-4494
KY22023141,HMH PULMONARY AND CRITICAL CARE SPECIALISTS,2407 RING ROAD SUITE 108,ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 706-5787
KY22029179,HMH SPECIALITY CLINIC,1210 KY HWY 36 EAST,CYNTHIANA,KY,41031,HARRISON,,,,(859) 235-3562
KY22001181,HO MEDICAL AND CHIROPRACTIC CORP,841 U S HWY 25 W SOUTH STE 5,WILLIAMSBURG,KY,40769,WHITLEY,,,,(606) 549-0123
KY22002365,HODGENVILLE CLINIC,207 WEST MAIN STREET,HODGENVILLE,KY,42748,LARUE,,,,(270) 358-3830
KY22000969,HOMETOWN CLINIC,96 HIGHWAY 80,HYDEN,KY,41749,LESLIE,,,,(606) 672-8571
KY22025276,HOMETOWN FAMILY CARE,713 BROADWAY SUITE 301A,PAINTSVILLE,KY,41240,JOHNSON,,,,(606) 789-4255
KY22022556,"HOMETOWN HEALTH, PLLC","308 HORTON STREET, STE 2",GRAYSON,KY,41143,CARTER,,,,(606) 474-4000
KY22029371,"HOPE CENTER SERVICES, LLC",1524 VERSAILES RD,LEXINGTON,KY,40504,FAYETTE,,,,(859) 252-2002
KY22029373,"HOPE CENTER SERVICES, LLC",289 W LOUDON AVE,LEXINGTON,KY,40508,FAYETTE,,,,(859) 252-2002
KY22029372,"HOPE CENTER SERVICES, LLC",360 W LOUDOUN AVE,LEXINGTON,KY,40508,FAYETTE,,,,(859) 252-2002
KY22023716,"HOPKINSVILLE KIDNEY CARE, PLLC",215 BURLEY AVE STE 2,HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(270) 884-0282
KY22029532,HORIZON HEALTH,934 S LAUREL AVE,LONDON,KY,40744,LAUREL,,,,(606) 258-1152
KY22000450,"HOSKINS MEDICAL CENTER, LLC",1120 REUBEN STREET,LONDON,KY,40741,LAUREL,,,,(606) 862-6550
KY22002168,"HUGH HALL, PSC",703 MCDOWELL BOULEVARD SUITE 100,BARDSTOWN,KY,40004,NELSON,,,,(502) 349-1212
KY22015048,IJAZ MAHMOOD MD PLC,"1239 WOODLAND DRIVE, SUITE 105",ELIZABETHTOWN,KY,42701,HARDIN,,IJAZ,MAHMOOD,(270) 900-1461
KY22002057,IMAAGE,7501 NEW LAGRANGE ROAD,LOUISVILLE,KY,40222,JEFFERSON,,,,(502) 894-8595
KY22023708,IMMEDIATE CARE OF MAGOFFIN COUNTY,787 PARKWAY DRIVE,SALYERSVILLE,KY,41465,MAGOFFIN,,,,(606) 349-6006
KY22023343,IMMEDIATE CARE OF PAINTSVILLE,520 MAYO TRAIL STE 3,PAINTSVILLE,KY,41240,JOHNSON,,,,(606) 789-8776
KY22000691,INDAR M JHAMB MD,1217 ASHLEY CIRCLE,BOWLING GREEN,KY,42104,WARREN,,,,(270) 782-3237
KY22000983,INDEPENDENCE FAMILY PRACTICE,"5290 MADISON PIKE, SUITE 100",INDEPENDENCE,KY,41051,KENTON,,,,(859) 363-8600
KY22002212,INDU B MALIK,227 COMMERCIAL AVE,FULTON,KY,42041,FULTON,,,,(502) 472-3262
KY22011649,INFECTIOUS DISEASE CONSULTANTS INC,20 MEDICAL VILLAGE DRIVE SUITE 355,EDGEWOOD,KY,41017,KENTON,,,,(859) 344-1512
KY22028927,INTEGRITY EXTENDED HEALTHCARE,130 DANIEL DRIVE,DANVILLE,KY,40422,BOYLE,,,,(606) 303-4389
KY22014519,INTENSIVE HEALTH,"1690 RING ROAD, SUITE 230",ELIZABETHTOWN,KY,42701,HARDIN,,,,(270) 765-5900
KY22000119,INTERNAL MEDICINE & PEDIATRIC ASSOCIATES,7101 WEST HIGHWAY 22,CRESTWOOD,KY,40014,OLDHAM,,,,(502) 241-6567
KY22023955,INTERNAL MEDICINE ASSOCIATES,"1401 HARRODSBURG RD, STE B160",LEXINGTON,KY,40504,FAYETTE,,,,(859) 276-4486
KY22026292,INTERNAL MEDICINE ASSOCIATES OF HOPKINSVILLE,538 B NOEL AVENUE,HOPKINSVILLE,KY,42240,CHRISTIAN,,,,(270) 632-4515
KY22001272,INTERNAL MEDICINE CONSULTANTS,234 EAST GRAY STREET SUITE 670,LOUISVILLE,KY,40202,JEFFERSON,,,,(502) 629-4525
KY22023107,"INTERNAL MEDICINE CONSULTANTS, PLLC","4402 CHURCHMAN AVE, STE 211",LOUISVILLE,KY,40215,JEFFERSON,,,,(502) 629-4525
KY22003409,"INTERNAL MEDICINEASSOCIATES OF FRANKFORT, PSC",101 MEDICAL HEIGHTS DR SUITE E,FRANKFORT,KY,40601,FRANKLIN,,,,(502) 227-7538
KY22029598,INTERVENTIONAL PAIN & SPINE SPECIALISTS LLC,"2700 OLD ROSEBUD ROAD, SUITE 350",LEXINGTON,KY,40509,FAYETTE,,,,(812) 962-7894
KY22023142,INTERVENTIONAL PAIN SPECIALISTS,1216 NORTH RACE STREET,GLASGOW,KY,42141,BARREN,,,,(270) 651-7246
KY22022505,INTERVENTIONAL PAIN SPECIALISTS,466 BURNLEY ROAD,SCOTTSVILLE,KY,42164,ALLEN,,,,(270) 618-3980
KY22005604,INTERVENTIONAL PAIN SPECIALISTS,"340 THOMAS MORE PARKWAY, SUITE 260",CRESTVIEW HILLS,KY,41017,KENTON,,,,(859) 957-0700
KY22022504,INTERVENTIONAL PAIN SPECIALISTS,1112 SOUTH MAIN STE 7,FRANKLIN,KY,42134,SIMPSON,,,,(270) 598-4949
KY22011086,INTERVENTIONAL PAIN SPECIALISTS OF BOWLING GREEN,"165 NATCHEZ TRACE, SUITE 205",BOWLING GREEN,KY,42103,WARREN,,,,(270) 282-2024
KY22024357,INTERVENTIONAL PAIN SPECIALISTS OF BOWLING GREEN,825 2ND AVENUE SUITE C-6,BOWLING GREEN,KY,42101,WARREN,,,,(270) 745-7246
KY22029193,INVICTUS 4 CORE,"3150 CUSTER DRIVE, SUITE 101",LEXINGTON,KY,40517,FAYETTE,,,,(859) 368-0434
KY22000999,"IROQUOIS MEDICAL CENTER, PSC",5601 SO 3RD ST SUITE 100,LOUISVILLE,KY,40214,JEFFERSON,,,,(502) 361-8801
KY22015935,ISOM MEDICAL CLINIC,105 ISOM PLAZA,JEREMIAH,KY,41826,LETCHER,,,,(606) 633-2233
KY22002397,IVAN LJUBIC MD PSC MARLON CHAGUA MD PSC,4001 KRESGE WAY SUITE 236,LOUISVILLE,KY,40207,JEFFERSON,,,,(502) 893-7336
KY22029661,J & J DIAGNOSTICS,484 TOLLAGE CREEK,PIKEVILLE,KY,41501,PIKE,,,,(606) 637-7848
KY22001384,J DAVID OUTLAND MD,300 S 8TH STREET SUITE 405E,MURRAY,KY,42071,CALLOWAY,,,,(270) 759-4500
KY22001501,J HILTON BROOKS MD,3603 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,BELL,,,,
KY22001269,J KYLE TURNBO MD PSC,546 LONE OAK ROAD,PADUCAH,KY,42002,MCCRACKEN,,,,(270) 441-4777
KY22002260,J ROSS PSC,2816 VEACH RD SUITE 403,OWENSBORO,KY,42303,DAVIESS,,J,ROSS,(270) 684-9218
18D0324678,JACK F DITTY MD,100 ST CHRISTOPHER DR,ASHLAND,KY,41101,BOYD,,JACK,DITTY,(606) 836-3111
KY22025315,"JACKSON HEALTH AND WELLNESS CLINIC, LLC",1214-B N RACE STREET,GLASGOW,KY,42141,BARREN,,,,(270) 629-6722
KY22013314,JACKSON PURCHASE ENT & AESTHETIC SURGERY,1111 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,GRAVES,,,,(270) 251-4080
KY22012908,JACKSON PURCHASE PRIMARY CARE MAYFIELD CLINIC,1111 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,GRAVES,,,,(270) 251-4055
KY22013657,JACKSON PURCHASE PRIMARY CARE MAYFIELD CLINIC,1111 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,GRAVES,,,,(270) 251-4543
KY22025807,JACKSON PURCHASE PRIMARY CARE MAYFIELD CLINIC,111 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,GRAVES,,,,(270) 251-4065
KY22000439,JACKSON PURCHASE PRIMARY CARE WILLIAMS CLIN,110 SOUTH 9TH STREET,MAYFIELD,KY,42066,GRAVES,,,,(270) 251-4186
KY22027615,JACKSON PURCHASE UROLOGY,1029 MEDICAL CENTER CIRCLE SUITE 408,MAYFIELD,KY,42066,GRAVES,,,,(270) 251-4186
KY22006546,"JAMAL MERHY, MD DBA TRI-STATE DIABETES &","2301 LEXINGTON AVENUE, SUITE 220",ASHLAND,KY,41101,BOYD,,,,(606) 327-0055
KY22001084,JAMES BRIAN FREDERICK,"617 23RD STREET, 4TH FLOOR, SUITE 415",ASHLAND,KY,41105,BOYD,,,,(606) 325-6888
