"FACILTY
TYPE","FACILITY
ID",NAME,ADDRESS,CITY,STATE,ZIP,COUNTY,OWNER,TELEPHONE,ADM FIRST,ADM LAST,"LICENSE
EXPIRATION"
PORTABLE X-RAY SUPPLIERS,720223,"MOBILE IMAGES OF KENTUCKY, LLC",517 NORTH MAPLE STREET,WINCHESTER,KY,40391,CLARK,MOBILE IMAGES OF KENTUCKY LLC,(877) 887-3829,RICK,MERCHANT,12/31/19
PORTABLE X-RAY SUPPLIERS,720175,"MOBILE MEDICAL RESOURCES, INC",880 ALEXANDRIA PIKE,FORT THOMAS,KY,41075,CAMPBELL,"MOBILE MEDICAL RESOURCES, INC.",(859) 781-6412,ROBERT,MOYER,Pending Renewal
PORTABLE X-RAY SUPPLIERS,720130,MOBILEX USA,"9110 LEESGATE LANE, SUITE 6",LOUISVILLE,KY,40222,JEFFERSON,"SYMPHONY DIAGNOSTIC SERVICES NO. 1, LLC",(502) 749-2663,BRETT,DUEBNER,Pending Renewal
PORTABLE X-RAY SUPPLIERS,720142,"MOUNTAIN MOBILE DIAGNOSTICS, INC",725 HARDBURLY ROAD,BULAN,KY,41722,PERRY,"MOUNTAIN MOBILE DIAGNOSTICS, INC.",(606) 487-9114,J. B.,SPURLOCK,Pending Renewal
PORTABLE X-RAY SUPPLIERS,720405,ST ELIZABETH HEALTHCARE - EDGEWOOD MOBILE IMAGING,1 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,KENTON,ST. ELIZABETH HEALTHCARE,(859) 301-3975,BRIAN,DREES,Pending Renewal
PORTABLE X-RAY SUPPLIERS,720185A,T J SAMSON COMMUNITY HOSPITAL,1301 NORTH RACE STREET,GLASGOW,KY,42141,BARREN,T J SAMSON HOSPITAL,(270) 659-5650,NEIL,THORNBURY,Pending Renewal
PORTABLE X-RAY SUPPLIERS,720384,"VISION MOBILE DIAGNOSTICS, LLC","7321 NEW LA GRANGE ROAD, SUITE 112",LOUISVILLE,KY,40222,JEFFERSON,"VISION MOBILE DIAGNOSTICS, LLC",(423) 480-4087,LLOYD,WILLIAMS,Pending Renewal
PORTABLE X-RAY SUPPLIERS,720325,VPA PC DBA VPA DIAGNOSTICS,"7310 TURFWAY ROAD, SUITE 550",FLORENCE,KY,41042,BOONE,"VPA OF TEXAS, PLLC",(859) 372-6625,MARC,SCHNARR,Pending Renewal
PRESCRIBED PED. EXTENDED CARE,760007,REDWOOD SCHOOL REHABILITATION CENTER,71 ORPHANAGE ROAD,FORT MITCHELL,KY,41017,KENTON,"REDWOOD SCHOOL REHABILITATION CENTER, INC.",(859) 331-0880,JOHN,FRANCIS,4/30/20
PRESCRIBED PED. EXTENDED CARE,760006,SPROUTLINGS PEDIATRIC DAYCARE & PRESCHOOL,3800 LARIMORE LANE,MASONIC HOME,KY,40041,JEFFERSON,"MASONIC HOMES OF KENTUCKY, INC.",(502) 753-8222,CARRI,FEATHERINGILL,7/31/20
PRESCRIBED PED. EXTENDED CARE,760011,"THE KIDZ CLUB - BOWLING GREEN, LLC",1347 HIGHWAY 185 UNIT 2,BOWLING GREEN,KY,42101,WARREN,"KY PPEC, INC.",(502) 210-5538,JODY,ROGERS,2/29/20
PRESCRIBED PED. EXTENDED CARE,760010,THE KIDZ CLUB - GAGEL,1517 GAGEL AVENUE,LOUISVILLE,KY,40216,JEFFERSON,"KY PPEC, INC.",(502) 210-5538,JODY,ROGERS,1/31/20
PRESCRIBED PED. EXTENDED CARE,760005,THE KIDZ CLUB-ERLANGER,527 WATSON ROAD,ERLANGER,KY,41018,KENTON,"KY PPEC, INC.",(859) 727-0700,JODY,ROGERS,4/30/20
PRESCRIBED PED. EXTENDED CARE,760004,THE KIDZ CLUB-LEXINGTON,2200 REGENCY ROAD,LEXINGTON,KY,40503,FAYETTE,"KY PPEC, INC.",(859) 224-0799,TAMMY,VICE,1/31/20
PRESCRIBED PED. EXTENDED CARE,760003,THE KIDZ CLUB-PORTLAND,225 NORTH 25TH STREET,LOUISVILLE,KY,40212,JEFFERSON,"KY PPEC, INC",(502) 210-5538,JODY,ROGERS,6/30/20
PRESCRIBED PED. EXTENDED CARE,760001,THE KIDZ CLUB-PRESTON,7140 PRESTON HIGHWAY,LOUISVILLE,KY,40219,JEFFERSON,"KY PPEC, INC.",(502) 368-9318,JODY,ROGERS,11/30/20
PRESCRIBED PED. EXTENDED CARE,760009,THE LILY PAD AT EASTER SEALS WEST KENTUCKY,801 NORTH 29TH STREET,PADUCAH,KY,42001,MCCRACKEN,EASTER SEALS WEST KENTUCKY,(270) 444-9687,DANNY,CARROLL,10/31/20
PRIVATE DUTY NURSING,720222,BLUEGRASS EXTRA CARE,2312 ALEXANDRIA DRIVE,LEXINGTON,KY,40504,FAYETTE,"HOSPICE OF THE BLUEGRASS, INC.",(859) 276-5344,SUSAN,SWINFORD,2/29/20
PRIVATE DUTY NURSING,720090,BRIGHTMORE HOME CARE OF KENTUCKY LLC,5150 VILLAGE SQUARE DRIVE,PADUCAH,KY,42001,MCCRACKEN,BRIGHTMORE HOME CARE OF KENTUCKY LLC,(270) 709-3145,CAMERON,COOK,6/30/20
PRIVATE DUTY NURSING,720372,"BRIGHTMORE HOME CARE OF KENTUCKY, LLC",5150 VILLAGE SQUARE DRIVE,PADUCAH,KY,42001,MCCRACKEN,"BRIGHTMORE HOME CARE OF KENTUCKY, LLC",(270) 709-3145,CAMERON,COOK,10/31/20
PRIVATE DUTY NURSING,720261,"HOME CARE HEALTH SERVICES, INC",1414 SOUTH MAYO TRAIL,PIKEVILLE,KY,41501,PIKE,"HOME CARE HEALTH SERVICES, INC.",(606) 432-2111,SHARON,BRANHAM,8/31/20
PRIVATE DUTY NURSING,720221,INTERIM HEALTHCARE OF NORTHERN KENTUCKY,"3005 DIXIE, SUITE 130",EDGEWOOD,KY,41017,KENTON,"SALO, INC",(859) 578-9191,MICHELLE,BROWN,1/31/20
PRIVATE DUTY NURSING,720423,"KENTUCKY ENERGY WORKERS HEALTHCARE, LLC",2025 ASHLAND ROAD #6,GREENUP,KY,41144,GREENUP,"KENTUCKY ENERGY WORKERS HEALTHCARE, LLC",(606) 473-0392,CAMERON,COOK,Pending Renewal
PRIVATE DUTY NURSING,720095,MALONE HEALTHCARE SOLUTIONS,1866 CAMPUS PLACE,LOUISVILLE,KY,40299,JEFFERSON,"MANAGEMENT REGISTRY, INC.",(502) 637-5474,PATTY,HANSEL,7/31/20
PRIVATE DUTY NURSING,720206,MAXIM HEALTHCARE SERVICES INC,233 QUARTERMASTER COURT,JEFFERSONVILLE,IN,47130,CLARK,"MAXIM HEALTHCARE SERVICES, INC.",(812) 280-0630,LEIGH,HOPPER,2/29/20
PRIVATE DUTY NURSING,720408,MAXIM HEALTHCARE SERVICES INC,"5401 VOGEL ROAD, SUITE 630",EVANSVILLE,IN,47715,VANDERBURGH,MAXIM HEALTHCARE SERVICES INC,(812) 475-8466,KELLI,HUFF,10/31/20
PRIVATE DUTY NURSING,720448,"MAXIM HEALTHCARE SERVICES, INC","313 MACCORKLE AVENUE SW, SUITE 200",CHARLESTON,WV,25303,KANAWHA,"MAXIM HEALTHCARE SERVICES, INC.",(681) 313-4759,LANCE,ERVIN,4/30/20
PRIVATE DUTY NURSING,720438,"MAXIM HEALTHCARE SERVICES, INC","4380 MALSBARY ROAD, SUITE 150",BLUE ASH,OH,45242,HAMILTON,"MAXIM HEALTHCARE SERVICES, INC.",(513) 793-6444,BLAKE,JONES,4/30/20
PRIVATE DUTY NURSING,720371,"MAXIM HEALTHCARE SERVICES, INC",93 BEAUMONT STREET,CLARKSVILLE,TN,37040,MONTGOMERY,"MAXIM HEALTHCARE SERVICES, INC.",(931) 645-4293,WILL,KNOX,5/31/20
PRIVATE DUTY NURSING,720407,"MAXIM HEALTHCARE SERVICES, INC","2525 HARRODSBURG ROAD, SUITE 120",LEXINGTON,KY,40504,FAYETTE,"MAXIM HEALTHCARE SERVICES, INC",(859) 687-3006,SEAN,VANDER VEER,10/31/20
PRIVATE DUTY NURSING,720205,"NURSES REGISTRY, INC",101 VENTURE COURT,LEXINGTON,KY,40511,FAYETTE,"NR, INC.",(859) 259-9687,VICKI,HOUSE,3/31/20
PRIVATE DUTY NURSING,720191,"ST CHARLES CARE CENTER, INC",610 FARRELL DRIVE,COVINGTON,KY,41011,KENTON,"ST. CHARLES CARE CENTER, INC.",(859) 331-3224,KAREN,SMITH,2/29/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950006,BUCKHORN CHILDREN'S CENTER I,116 BUCKHORN LANE,BUCKHORN,KY,41721,PERRY,BUCKHORN CHILDREN & FAMILY SERVICES,(606) 398-7000,BILLY,SMITH,1/31/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950007,BUCKHORN CHILDREN'S CENTER II,116 BUCKHORN LANE,BUCKHORN,KY,41721,PERRY,BUCKHORN CHILDREN & FAMILY SERVICES,(606) 398-7000,BILLY,SMITH,1/31/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950040,CHILDREN'S HOME OF NORTHERN KENTUCKY,"200 HOME ROAD, COTTAGE B",COVINGTON,KY,41011,KENTON,CHILDREN'S HOME OF NORTHERN KENTUCKY,(859) 261-8768,RICK,WURTH,3/31/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950033,CHILDREN'S HOME OF NORTHERN KENTUCKY,"200 HOME ROAD, COTTAGE A",COVINGTON,KY,41011,KENTON,COVINGTON PROTESTANT CHILDREN'S HOME,(859) 261-8768,RICK,WURTH,11/30/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950039,PURCHASE YOUTH VILLAGE,473 OLD SYMSONIA ROAD,BENTON,KY,42025,MARSHALL,"SWIS PURCHASE, LLC",(270) 252-7400,DENISE,LESTER,5/31/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950005,RIVER VALLEY BEHAVIORAL HEALTH 1,1224 VENABLE AVENUE,OWENSBORO,KY,42302,DAVIESS,"GREEN RIVER REGIONAL MH/MR BOARD, INC.",(270) 689-6700,WANDA,FIGUEROA PERALTA,6/30/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950012,RIVER VALLEY BEHAVIORAL HEALTH II,360 RUDY ROAD,OWENSBORO,KY,42301,DAVIESS,"GREEN RIVER REGIONAL MH/MR BOARD, INC.",(270) 689-6700,WANDA,FIGUEROA PERALTA,6/30/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950028,ROSE'S COTTAGE,2111 GOLDSMITH LANE,LOUISVILLE,KY,40218,JEFFERSON,"MARYHURST, INC.",(502) 272-1515,LESLIE,DELGADO,5/31/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950029,SOPHIE'S COTTAGE,2115 GOLDSMITH LANE,LOUISVILLE,KY,40218,JEFFERSON,"MARYHURST, INC.",(502) 245-1576,LESLIE,DELGADO,9/30/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950041,SPECTRUM CARE ACADEMY BLUEGRASS 2,1175 CANE VALLEY ROAD,COLUMBIA,KY,42728,ADAIR,"SPECTRUM CARE ACADEMY, INC.",(270) 384-6444,BEN,ARNOLD,10/31/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950003,SPECTRUM CARE ACADEMY OF COLUMBIA I,4500 CAMPBELLSVILLE ROAD,COLUMBIA,KY,42728,ADAIR,"SPECTRUM CARE ACADEMY, INC.",(270) 384-6750,NICK,BLOODWORTH,Pending Adverse Action
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950004,SPECTRUM CARE ACADEMY OF COLUMBIA II,4500 CAMPBELLSVILLE ROAD,COLUMBIA,KY,42728,ADAIR,"SPECTRUM CARE ACADEMY, INC.",(270) 384-6750,NICK,BLOODWORTH,Pending Adverse Action
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950019,SPECTRUM CARE ACADEMY OF ELIZABETHTOWN II,461 FOWLER LANE,ELIZABETHTOWN,KY,42701,HARDIN,"SPECTRUM CARE ACADEMY, INC.",(270) 384-6444,RHEA,CUNDIFF,9/30/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950018,SPECTRUM CARE ACADEMY OF ELIZABETHTOWN I,399 FOWLER LANE,ELIZABETHTOWN,KY,42702,HARDIN,"SPECTRUM CARE ACADEMY, INC.",(270) 234-9810,RHEA,CUNDIFF,9/30/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950008,SPECTRUM CARE ACADEMY OF GLASGOW I,6100 NORTH JACKSON HIGHWAY,CAVE CITY,KY,42127,BARREN,"SPECTRUM CARE ACADEMY, INC.",(270) 678-4706,CANDY,OTT,9/30/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950023,SPECTRUM CARE ACADEMY OF GLASGOW II,6062 NORTH JACKSON HIGHWAY,CAVE CITY,KY,42127,BARREN,"SPECTRUM CARE ACADEMY, INC.",(270) 678-4706,CANDY,OTT,9/30/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950010,SPECTRUM CARE ACADEMY OF LONDON 1,1551 LICK FORK ROAD,LONDON,KY,40741,LAUREL,"SPECTRUM CARE ACADEMY, INC.",(270) 384-6444,JUDY,BAILEY,Pending Adverse Action
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950024,SPECTRUM CARE ACADEMY OF LONDON 2,1390 LICK FORK ROAD,LONDON,KY,40741,LAUREL,"SPECTRUM CARE ACADEMY, INC.",(270) 384-6444,JUDY,BAILEY,Pending Adverse Action
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950016,SUNRISE CHILDREN'S SERVICES - WOODLAWN PRTF EAST,400 B9 CUNNINGHAM WAY,DANVILLE,KY,40422,BOYLE,"SUNRISE CHILDREN'S SERVICES, INC.",(859) 236-5507,ANDREW,FISHER,2/29/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950031,SUNRISE CHILDREN'S SERVICES - WOODLAWN PRTF LOWE,400 - B3 CUNNINGHAM WAY,DANVILLE,KY,40422,BOYLE,"SUNRISE CHILDREN'S SERVICES, INC.",(859) 236-5507,ANDREW,FISHER,3/31/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950017,SUNRISE CHILDREN'S SERVICES - WOODLAWN PRTF WEST,400 - B8 CUNNINGHAM WAY,DANVILLE,KY,40422,BOYLE,"SUNRISE CHILDREN'S SERVICES, INC.",(859) 236-5507,ANDREW,FISHER,2/29/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950001,USPIRITUS-BROOKLAWN ACADEMY,3115 BROOKLAWN CAMPUS DRIVE,LOUISVILLE,KY,40218,JEFFERSON,"USPIRITUS, INC.",(502) 451-5177,MATT,MOORING,5/31/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950020,USPIRITUS-BROOKLAWN-HORIZONS,2104 DAVID GRAVES DRIVE,LOUISVILLE,KY,40218,JEFFERSON,"USPIRITUS, INC.",(502) 451-5177,MATT,MOORING,5/31/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950013,USPIRITUS-BROOKLAWN-PILOTS,2108 DAVID GRAVES DRIVE,LOUISVILLE,KY,40218,JEFFERSON,"USPIRITUS, INC.",(502) 451-5177,MATT,MOORING,5/31/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950025,USPIRITUS-BROOKLAWN-SPRUCE/SUSAN'S,2119 GOLDSMITH LANE,LOUISVILLE,KY,40218,JEFFERSON,"USPIRITUS, INC.",(502) 451-5177,MATT,MOORING,5/31/20
PSYCHIATRIC RESIDENTIAL TREATMENT FACILITIES,950032,USPIRITUS-BROOKLAWN-STEIL,3100 BROOKLAWN CAMPUS DRIVE,LOUISVILLE,KY,40218,JEFFERSON,"USPIRITUS, INC.",(502) 451-5177,MATT,MOORING,5/31/20
RESIDENTIAL CRISIS STABILIZATION UNIT,800287,ADDICTION RECOVERY CARE,521 EAST HIGH STREET,OWINGSVILLE,KY,40360,BATH,"ADDICTION RECOVERY CARE, LLC",(606) 638-0938,CHEYENNA,RUNYON,10/31/20
RESIDENTIAL CRISIS STABILIZATION UNIT,800163,DAVID J BLOCK CSU,841 EAST CHESTNUT STREET,LOUISVILLE,KY,40204,JEFFERSON,"WELLSPRING, INC.",(502) 637-4361,KATHARINE,DOBBINS,4/30/20
RESIDENTIAL CRISIS STABILIZATION UNIT,800316,PURCHASE YOUTH VILLAGE,473 OLD SYMSONIA ROAD,BENTON,KY,42025,MARSHALL,PURCHASE YOUTH VILLAGE,(270) 252-7400,DENISE,LESTER,2/29/20
RESIDENTIAL CRISIS STABILIZATION UNIT,800164,SAMUEL B TODD CENTER CSU,120 WEST COLLEGE STREET,LOUISVILLE,KY,40204,JEFFERSON,"WELLSPRING, INC.",(502) 637-4361,KATHARINE,DOBBINS,4/30/20
SPECIALTY INTERMEDIATE CARE CLINIC,740329,HAZELWOOD SPECIALTY CLINIC,1800 BLUEGRASS AVENUE,LOUISVILLE,KY,40214,JEFFERSON,CABINET FOR HEALTH & FAMILY SERVICES,(502) 361-2301,RAYMOND,NEWMAN,1/31/20
SPECIALTY INTERMEDIATE CARE CLINIC,740317,LEE SPECIALTY CLINIC,4501 LOUISE UNDERWOOD WAY,LOUISVILLE,KY,40216,JEFFERSON,CABINET FOR HEALTH AND FAMILY SERVICES,(502) 368-2348,MATTHEW,HOLDER,8/31/20
SPECIALTY INTERMEDIATE CARE CLINIC,740294,OAKWOOD SPECIALTY INTERMEDIATE CARE CLINIC,2441 US HIGHWAY 27 SOUTH BUILDING 401,SOMERSET,KY,42501,PULASKI,CABINET FOR HEALTH AND FAMILY SERVICES,(606) 677-4068,CHRISTOPHER,WILLIAMSON,8/31/20
