LicenseNumber,Phone,BusinessName,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty
020162550,(330) 755-2421,RITE AID DISCOUNT PHARMACY #3147,4914 YOUNGSTOWN-POLAND ROAD,YOUNGSTOWN,OH,44514,Mahoning
020139300,330-782-0807,RITE AID DISCOUNT PHARMACY #408,540 EAST MIDLOTHIAN BLVD.,YOUNGSTOWN,OH,44502,Mahoning
021413300,(479) 204-2258,SAM'S PHARMACY 10-6322,6361 SOUTH AVENUE,BOARDMAN,OH,44512,Mahoning
020763650,(479) 204-2258,WAL-MART PHARMACY 10-2063,6001 MAHONING AVENUE,AUSTINTOWN,OH,44515,Mahoning
020975850,(479) 204-2258,WAL-MART PHARMACY 10-2211,1300 DORAL DRIVE,POLAND,OH,44514,Mahoning
021974300,(479) 204-2258,WAL-MART PHARMACY 10-3860,200 GOLDIE ROAD,YOUNGSTOWN,OH,44505,Mahoning
021471950,(847) 527-4251,WALGREENS #01398,525 E. MIDLOTHIAN BLVD.,YOUNGSTOWN,OH,44502,Mahoning
021026400,(847) 527-4251,WALGREENS #04397,7295 MARKET STREET,BOARDMAN,OH,44512,Mahoning
021327250,(847) 527-4251,WALGREENS #06589,5501 MAHONING AVENUE,AUSTINTOWN,OH,44515-2316,Mahoning
021294550,(847) 527-4251,WALGREENS #06675,2560 BELMONT AVE.,YOUNGSTOWN,OH,445052407,Mahoning
021505950,(847) 527-4251,WALGREENS #07861,30 W. MCKINLEY WAY,POLAND,OH,445141988,Mahoning
021657400,8475274251,WALGREENS #09903,3800 TIPPECANOE ROAD,YOUNGSTOWN,OH,445113310,Mahoning
021708650,8475274251,WALGREENS #10519,2864 MCCARTNEY ROAD,YOUNGSTOWN,OH,44505-5021,Mahoning
021821350,(847) 527-4251,WALGREENS #11964,40 N. MERIDIAN ROAD,YOUNGSTOWN,OH,44509,Mahoning
020153250,(401) 765-1500,CVS/PHARMACY #3432,535 DELAWARE AVENUE,MARION,OH,43302,Marion
022011200,(401) 765-1500,CVS/PHARMACY #6171,137 MCMAHAN BOULEVARD,MARION,OH,43302,Marion
021091250,(513) 762-1090,KROGER PHARMACY N-880,1608 MARION-MT. GILEAD ROAD,MARION,OH,43302,Marion
020810050,(513) 762-1090,KROGER SAV-ON PHARMACY N-808,1428 MARION WALDO ROAD,MARION,OH,43302,Marion
020181600,(740) 389-0510,MEIJER PHARMACY #111,2153 MARION-MT. GILEAD ROAD,MARION,OH,43302,Marion
020965300,740-382-0650,RITE AID #0277,332 S. MAIN STREET,MARION,OH,433025006,Marion
020965350,740-389-2700,RITE AID DISCOUNT PHARMACY #256,1081 MT. VERNON AVENUE,MARION,OH,43302,Marion
020674600,(479) 204-2258,WAL-MART PHARMACY 10-1750,1546 MARION-MT. GILEAD ROAD,MARION,OH,43302,Marion
021730850,8475274251,WALGREENS #10295,1321 DELAWARE AVENUE,MARION,OH,433026421,Marion
021980350,(847) 527-4251,WALGREENS #13680,"1040 DELAWARE AVE., STE A",MARION,OH,43302,Marion
022335600,(330) 721-5490,CCF - MEDINA AMBULATORY PHARMACY,1000 EAST WASHINGTON STREET,MEDINA,OH,44256,Medina
022570050,(401) 765-1500,CVS PHARMACY #16379,1015 N COURT STREET,MEDINA,OH,44256,Medina
022571800,(401) 765-1500,CVS PHARMACY #17202,1183 WILLIAMS RESERVE BLVD.,WADSWORTH,OH,44281,Medina
022013900,(401) 765-1500,CVS/PHARMACY # 3088,473 HIGH STREET,WADSWORTH,OH,44281,Medina
020828950,(401) 765-1500,CVS/PHARMACY #3183,116 AINSWORTH STREET,LODI,OH,44254,Medina
020122650,(401) 765-1500,CVS/PHARMACY #3377,1112 PEARL ROAD,BRUNSWICK,OH,44212,Medina
020758600,(401) 765-1500,CVS/PHARMACY #4057,9 WEST 130TH STREET,HINCKLEY,OH,44233,Medina
020398350,(401) 765-1500,CVS/PHARMACY #4360,401 SOUTH ELMWOOD AVE.,MEDINA,OH,44256,Medina
020686350,(330) 725-2340,DISCOUNT DRUG MART #40,1005 HIGH STREET,WADSWORTH,OH,44281,Medina
021349450,(330) 725-2340,DISCOUNT DRUG MART #69,661 WOOSTER STREET,LODI,OH,44254,Medina
022458150,(330) 725-2340,DISCOUNT DRUG MART #83,5923 WOOSTER PIKE,MEDINA,OH,44256,Medina
022294950,(330) 725-2340,DISCOUNT DRUG MART #85,5270 CENTER ROAD,BRUNSWICK,OH,44212-3218,Medina
022553450,(330) 725-2340,DISCOUNT DRUG MART #86,38 S. MEDINA LINE RD.,COPLEY,OH,44321,Medina
020127000,(330) 725-2340,DISCOUNT DRUG MART INC. #3,1673 PEARL RD,BRUNSWICK,OH,44212,Medina
020137650,(330) 725-2340,DISCOUNT DRUG MART INC. #7,135 HARDING ST,MEDINA,OH,44256,Medina
021145650,(412) 968-1610,GIANT EAGLE PHARMACY #0229,3440 CENTER ROAD,BRUNSWICK,OH,44212,Medina
021985100,(412) 968-1610,GIANT EAGLE PHARMACY #4601,825 AMBASSADOR DRIVE,WADSWORTH,OH,44281,Medina
021643900,(412) 968-1610,GIANT EAGLE PHARMACY #5839,870 N. COURT STREET,MEDINA,OH,44256,Medina
020676700,(216) 265-7700,MARC'S,1041 NORTH COURT STREET,MEDINA,OH,44256,Medina
021676900,(216) 265-7700,MARC'S PHARMACY-65BK,3303 CENTER ROAD,BRUNSWICK,OH,44212,Medina
021037600,(330) 336-2550,RITE AID #4811,780 HIGH STREET,WADSWORTH,OH,44281,Medina
021100850,(330) 220-7767,RITE AID #4953,3871 CENTER ROAD,BRUNSWICK,OH,44212,Medina
020187850,(330) 725-4104,RITE AID DISCOUNT PHARMACY #1283,207 NORTH COURT STREET,MEDINA,OH,44256,Medina
020716450,(479) 204-2258,WAL-MART PHARMACY 10-1894,4141 PEARL ROAD,MEDINA,OH,44258,Medina
021456250,(479) 204-2258,WAL-MART PHARMACY 10-2966,222 SMOKERISE DRIVE,WADSWORTH,OH,44281,Medina
021158750,(847) 527-4251,WALGREENS #05431,1337 PEARL ROAD,BRUNSWICK,OH,44212,Medina
021283600,8475274251,WALGREENS #06458,805 N. COURT STREET,MEDINA,OH,442561718,Medina
020364050,304-675-1612,FRUTH PHARMACY #6,706 WEST MAIN STREET,POMEROY,OH,45769,Meigs
022522300,(304) 675-1612,FRUTH PHARMACY AT AT FOODFAIR #101,700 E. MAIN STREET,POMEROY,OH,45769,Meigs
020430200,(740) 992-2586,RITE AID PHARMACY #1635,306 E. MAIN ST.,POMEROY,OH,457691023,Meigs
022011550,(401) 765-1500,CVS/PHARMACY #6180,1020 NORTH MAIN STREET,CELINA,OH,45822,Mercer
020170400,(419) 375-2323,KAUP  PHARMACY,102 NORTH WAYNE STREET P.O. BOX 605,FORT RECOVERY,OH,45846-0605,Mercer
020609600,(479) 204-2258,WAL-MART PHARMACY 10-1433,1950 HAVEMANN ROAD,CELINA,OH,45822,Mercer
020134400,(401) 765-1500,CVS/PHARMACY #3402,115 NORTH COLLEGE STREET,PIQUA,OH,45356,Miami
020146000,(401) 765-1500,CVS/PHARMACY #3476,914 W. MAIN STREET,TIPP CITY,OH,45371,Miami
020987000,(401) 765-1500,CVS/PHARMACY #7694,804 W. MAIN STREET,TROY,OH,45373,Miami
021044250,(513) 762-1090,KROGER PHARMACY #014932,1510 COVINGTON AVENUE,PIQUA,OH,45356,Miami
021043800,(513) 762-1090,KROGER PHARMACY #984,731 WEST MARKET STREET,TROY,OH,45373,Miami
020694800,(937) 332-0510,MEIJER PHARMACY #112,1900 W. MAIN STREET,TROY,OH,45373,Miami
020617050,(479) 204-2258,WAL-MART PHARMACY 10-1410,1801 WEST MAIN STREET,TROY,OH,45373,Miami
021564700,(479) 204-2258,WAL-MART PHARMACY 10-3765,1300 EAST ASH STREET,PIQUA,OH,45356,Miami
021382900,(847) 527-4251,WALGREENS #07331,20 W. MARKET STREET,TROY,OH,45373,Miami
020686000,(740) 472-5311,RITE AID DISCOUNT PHARMACY #2795,148 NORTH MAIN STREET,WOODSFIELD,OH,43793,Monroe
022570550,(401) 765-1500,CVS/PHARMACY # 16494,5700 EXECUTIVE BLVD.,HUBER HEIGHTS,OH,45424,Montgomery
022570800,(401) 765-1500,CVS/PHARMACY # 16600,2300 MIAMISBURG CENTERVILLE RD,DAYTON,OH,45459,Montgomery
022012100,(401) 765-1500,CVS/PHARMACY # 6138,1205 EAST CENTRAL AVENUE,MIAMIBURG,OH,45342,Montgomery
022012200,(401) 765-1500,CVS/PHARMACY # 6141,1001 EAST MAIN STREET,TROTWOOD,OH,45426,Montgomery
022012300,(401) 765-1500,CVS/PHARMACY # 6144,2657 WEST ALEX BELL ROAD,MORAINE,OH,45459,Montgomery
022834450,(401) 765-1500,CVS/PHARMACY #11220,430 ARLINGTON ROAD,BROOKVILLE,OH,45309,Montgomery
022834550,(401) 765-1500,CVS/PHARMACY #11227,605 W. MAIN STREET,NEW LEBANON,OH,45345,Montgomery
022014300,(401) 765-1500,CVS/PHARMACY #2528,2801 FAR HILLS AVENUE,OAKWOOD,OH,45419,Montgomery
021038300,(401) 765-1500,CVS/PHARMACY #3080,4996 BRANDT PIKE,HUBER HEIGHTS,OH,45424,Montgomery
020132150,(401) 765-1500,CVS/PHARMACY #3420,1410 EAST DOROTHY LANE,KETTERING,OH,45429,Montgomery
020102700,(401) 765-1500,CVS/PHARMACY #3447,4901 NORTH MAIN STREET,DAYTON,OH,45415,Montgomery
020519600,(401) 765-1500,CVS/PHARMACY #3453,32 NORTH LUDLOW STREET,DAYTON,OH,45402,Montgomery
020102300,(401) 765-1500,CVS/PHARMACY #3461,3920 LINDEN AVENUE,DAYTON,OH,45432,Montgomery
020102250,(401) 765-1500,CVS/PHARMACY #3462,4329 WEST THIRD STREET,DAYTON,OH,45417,Montgomery
020102100,(401) 765-1500,CVS/PHARMACY #3465,524 EAST STROOP ROAD,DAYTON,OH,45429,Montgomery
020102000,(401) 765-1500,CVS/PHARMACY #3467,1300 WILMINGTON AVENUE,DAYTON,OH,45420,Montgomery
020131800,(401) 765-1500,CVS/PHARMACY #3477,400 MIAMISBURG-CENTERVILLE ROAD,CENTERVILLE,OH,45459,Montgomery
020719300,(401) 765-1500,CVS/PHARMACY #4401,5981 FAR HILLS AVENUE,DAYTON,OH,45429,Montgomery
021008800,(401) 765-1500,CVS/PHARMACY #4477,7541 NORTH MAIN STREET,DAYTON,OH,45415,Montgomery
021009000,(401) 765-1500,CVS/PHARMACY #7644,1785 WOODMAN DRIVE,KETTERING,OH,45420,Montgomery
020999400,(401) 765-1500,CVS/PHARMACY #7767,124 SOUTH MAIN STREET,UNION,OH,45322,Montgomery
021223850,(330) 725-2340,DISCOUNT DRUG MART #58,1575 LYONS ROAD,CENTERVILLE,OH,45458,Montgomery
022608750,9374241440,EQUITAS HEALTH PHARMACY #2,1222 S. PATTERSON BLVD SUITE 110,DAYTON,OH,45402,Montgomery
022265500,(513) 762-1090,KROGER PHARMACY #014722,10101 LANDING WAY,MIAMISBURG,OH,45342,Montgomery
021283850,(513) 762-1090,KROGER PHARMACY #014754,4506 BRANDT PIKE,DAYTON,OH,45424,Montgomery
021043250,(513) 762-1090,KROGER PHARMACY #014758,7747 OLD TROY PIKE,HUBER HEIGHTS,OH,45424,Montgomery
021283900,(513) 762-1090,KROGER PHARMACY #014836,3520 WEST SIEBENTHALER AVENUE,DAYTON,OH,45406,Montgomery
021043450,(513) 762-1090,KROGER PHARMACY #014923,1095 SOUTH MAIN STREET,CENTERVILLE,OH,45459,Montgomery
021043200,(513) 762-1090,KROGER PHARMACY #751,1024 S. SMITHVILLE ROAD,DAYTON,OH,45403,Montgomery
021043300,(513) 762-1090,KROGER PHARMACY #759,155 NORTH HEINCKE ROAD,MIAMISBURG,OH,45342,Montgomery
021051100,(513) 762-1090,KROGER PHARMACY #825,2115 EAST DOROTHY LANE,KETTERING,OH,45420,Montgomery
021044100,(513) 762-1090,KROGER PHARMACY #931,2917 WEST ALEX-BELL ROAD,DAYTON,OH,45459,Montgomery
021043400,(513) 762-1090,KROGER PHARMACY #960,5400 CORNERSTONE BLVD.,CENTERVILLE,OH,45440,Montgomery
021043150,(513) 762-1090,KROGER PHARMACY 014747,780 NORTHWOODS BLVD,VANDALIA,OH,45377,Montgomery
021044300,(513) 762-1090,KROGER PHARMACY 014938,885 UNION ROAD,ENGLEWOOD,OH,45322,Montgomery
020654650,(937) 297-8610,MEIJER PHARMACY #102,4075 WILMINGTON PIKE,KETTERING,OH,45440,Montgomery
020649300,(937) 291-8910,MEIJER PHARMACY #103,5858 SPRINGBORO PIKE,DAYTON,OH,45449,Montgomery
020661750,(937) 832-5110,MEIJER PHARMACY #106,9200 N. MAIN STREET,ENGLEWOOD,OH,45415,Montgomery
021789800,(937) 237-4610,MEIJER PHARMACY #241,7150 EXECUTIVE BLVD,HUBER HEIGHTS,OH,45424,Montgomery
020889350,(401) 765-1500,"OHIO CVS STORES, L.L.C. dba CVS/PHARMACY #5364",2375 BEECHWOOD DRIVE,GERMANTOWN,OH,45327,Montgomery
020159450,937-433-4909,RITE AID #119,898 SOUTH MAIN STREET,CENTERVILLE,OH,454583439,Montgomery
020463350,(937) 258-8101,RITE AID #3030,2532 EAST THIRD STREET,DAYTON,OH,45403,Montgomery
020094750,(937) 274-1530,RITE AID #3088,4328 NORTH MAIN STREET,DAYTON,OH,45405,Montgomery
021062800,(937) 252-9894,RITE AID #4825,1158 WILMINGTON AVENUE,DAYTON,OH,45420,Montgomery
020438400,937-833-2174,RITE AID DISCOUNT PHARMACY #1659,437 NORTH WOLF CREEK STREET,BROOKVILLE,OH,45309,Montgomery
020418800,(937) 898-8829,RITE AID DISCOUNT PHARMACY #3031,10 WEST NATIONAL ROAD,VANDALIA,OH,45377,Montgomery
020094600,(937) 256-1901,RITE AID DISCOUNT PHARMACY #3084,146 WOODMAN DRIVE,DAYTON,OH,45431,Montgomery
020355450,(937) 275-7032,RITE AID DISCOUNT PHARMACY #3134,3700 NORTH DIXIE DRIVE,DAYTON,OH,454145235,Montgomery
020144900,(937) 294-2651,RITE AID DISCOUNT PHARMACY #3139,1320 E. STROOP ROAD,KETTERING,OH,45429,Montgomery
020732150,(937) 256-3111,RITE AID DISCOUNT PHARMACY #3246,2916 LINDEN AVENUE,DAYTON,OH,454103027,Montgomery
021022700,(937) 277-1611,RITE AID DISCOUNT PHARMACY #4748,3875 SALEM AVENUE,DAYTON,OH,45406,Montgomery
020124950,937-836-5204,RITE AID DISCOUNT PHARMACY #794,900 UNION BLVD.,ENGLEWOOD,OH,45322-2221,Montgomery
020144850,937-687-3456,"RITE AID OF OHIO, INC. #449",590 WEST MAIN STREET,NEW LEBANON,OH,453451426,Montgomery
021221000,(479) 204-2258,SAM'S PHARMACY 10-6380,6955 MILLER LANE,DAYTON,OH,45414,Montgomery
021604100,(479) 204-2258,SAM'S PHARMACY 10-8136,1111 MIAMISBURG-CENTERVILLE ROAD,WASHINGTON TOWNSHIP,OH,45459,Montgomery
020626600,(479) 204-2258,WAL-MART PHARMACY 10-1495,7680 BRANDT PIKE,HUBER HEIGHTS,OH,45424,Montgomery
020617000,(479) 204-2258,WAL-MART PHARMACY 10-1504,8800 KINGSRIDGE DR.,DAYTON,OH,45458,Montgomery
021589900,(479) 204-2258,WAL-MART PHARMACY 10-3783,3465 YORK COMMONS BLVD,DAYTON,OH,45414,Montgomery
021386150,(479) 204-2258,WAL-MART PHARMACY 10-5104,1701 WEST DORTHY LANE,MORAINE,OH,45439,Montgomery
021511850,(479) 204-2258,WAL-MART PHARMACY 10-5409,7725 HOKE ROAD,CLAYTON,OH,45315,Montgomery
021446850,(847) 527-4251,WALGREENS #01548,5271 SALEM AVENUE,TROTWOOD,OH,45426,Montgomery
021050850,(847) 527-4251,WALGREENS #04520,1260 E. CENTRAL,MIAMISBURG,OH,45342,Montgomery
021062850,(847) 527-4251,WALGREENS #04521,6495 OLD TROY PIKE,HUBER HEIGHTS,OH,45424,Montgomery
021070550,(847) 527-4251,WALGREENS #04613,4855 NORTH MAIN,DAYTON,OH,45405,Montgomery
021231200,8475274251,WALGREENS #04639,4497 FAR HILLS AVENUE,KETTERING,OH,45429,Montgomery
021117600,(937) 254-2156,WALGREENS #04975,1542 WAYNE AVENUE,DAYTON,OH,45410,Montgomery
021155950,8475274251,WALGREENS #04976,2710 SALEM AVENUE,DAYTON,OH,45406,Montgomery
021186550,8475274251,WALGREENS #05430,4121 HOOVER AVENUE,DAYTON,OH,45402,Montgomery
021186600,8475274251,WALGREENS #05517,2600 S. SMITHVILLE ROAD,DAYTON,OH,45420,Montgomery
021355850,(847) 527-4251,WALGREENS #07256,2140 E. DOROTHY LANE,KETTERING,OH,454201114,Montgomery
021432950,(847) 527-4251,WALGREENS #07636,1402 MIAMISBURG-CENTERVILLE RD,CENTERVILLE,OH,454593802,Montgomery
021458900,(937) 433-1604,WALGREENS #07885,5901 SPRINGBORO PIKE,WEST CARROLLTON,OH,454493249,Montgomery
021564750,(847) 527-4251,WALGREENS #09873,911 S. MAIN STREET,CENTERVILLE,OH,454585801,Montgomery
021751650,(847) 527-4251,WALGREENS #10580,5000 BRANDT PIKE,HUBER HEIGHTS,OH,454246108,Montgomery
021984500,(847) 527-4251,WALGREENS #12832,775 W. WENGER ROAD,ENGLEWOOD,OH,45322,Montgomery
022055300,(513) 739-6293,"ZIKS FAMILY PHARMACY, INC. #100",1130 WEST THIRD STREET,DAYTON,OH,45402,Montgomery
021990900,(513) 288-3969,"ZIKS FAMILY PHARMACY, INC. #102",4140 SALEM AVENUE,DAYTON,OH,45416,Montgomery
021736450,(740) 452-7685,SHRIVERS PHARMACY #1,105 N. KENNEBEC AVENUE,MCCONNELSVILLE,OH,43756,Morgan
021981000,(330) 725-2340,DISCOUNT DRUG MART #81,525 W. MARION ROAD,MOUNT GILEAD,OH,43338,Morrow
020544750,(513) 762-1090,KROGER PHARMACY N-800,555 MARION ROAD,MT. GILEAD,OH,43338,Morrow
020523350,(419) 947-8515,RITE AID DISCOUNT PHARMACY #2419,510 W. MARION ROAD,MT. GILEAD,OH,433381026,Morrow
020103150,(401) 765-1500,CVS/PHARMACY #3427,103 NORTH MAYSVILLE ROAD,ZANESVILLE,OH,43701,Muskingum
020669200,(401) 765-1500,CVS/PHARMACY #4810,1208 MAPLE AVE,ZANESVILLE,OH,43701,Muskingum
021101700,(513) 762-1090,KROGER PHARMACY N-891,3387 MAPLE AVENUE,ZANESVILLE,OH,43701,Muskingum
021281700,(740) 453-3700,NORTHSIDE MAYSVILLE PHARMACY,15 N. MAYSVILLE AVENUE,ZANESVILLE,OH,43701,Muskingum
022514800,(740) 454-5666,NORTHSIDE MVHC PHARMACY,716 ADAIR AVE,ZANESVILLE,OH,43701,Muskingum
021736350,(740) 826-4000,NORTHSIDE NEW CONCORD PHARMACY,10 EAST MAIN STREET,NEW CONCORD,OH,43762,Muskingum
020639500,(740) 454-4044,NORTHSIDE PAVILION PHARMACY,945 BETHESDA DRIVE,ZANESVILLE,OH,43701,Muskingum
020431350,740-453-0508,NORTHSIDE PHARMACY,2899 BELL STREET,ZANESVILLE,OH,43701,Muskingum
021088350,(740) 454-6970,NORTHSIDE PHARMACY FOREST AVENUE FOREST AVENUE,751 FOREST AVENUE SUITE 204,ZANESVILLE,OH,43701,Muskingum
020144250,740-452-5485,RITE AID #1459,825 MAIN STREET,ZANESVILLE,OH,437013733,Muskingum
020707700,(740) 697-0348,ROSEVILLE PHARMACY,157 S. MAIN STREET,ROSEVILLE,OH,43777,Muskingum
021632100,(479) 204-2258,SAM'S PHARMACY 10-4947,3724 NORTHPOINTE DRIVE,ZANESVILLE,OH,43701,Muskingum
020795450,(479) 204-2258,WAL-MART PHARMACY 10-2209,2850 MAPLE AVENUE,ZANESVILLE,OH,43701,Muskingum
021389350,(479) 204-2258,WAL-MART PHARMACY 10-3581,2850 MAYSVILLE PIKE,ZANESVILLE,OH,43701,Muskingum
021367000,(847) 527-4251,WALGREENS #07392,1033 MILITARY ROAD,ZANESVILLE,OH,437011342,Muskingum
021337550,(513) 762-1090,KROGER PHARMACY #16641,2028 E. HARBOR ROAD,PORT CLINTON,OH,43452,Ottawa
020523150,(419) 855-8363,RITE AID DISCOUNT PHARMACY #2373,21991 WEST STATE RT. 51,GENOA,OH,43430,Ottawa
020608200,(419) 898-3911,RITE AID DISCOUNT PHARMACY #2566,306 WEST WATER STREET,OAK HARBOR,OH,43449,Ottawa
020373600,(419) 734-5583,RITE AID DISCOUNT PHARMACY #3179,1626 E. PERRY STREET,PORT CLINTON,OH,434521332,Ottawa
020626100,(479) 204-2258,WAL-MART PHARMACY 10-1445,2826 E. HARBOR ROAD,PORT CLINTON,OH,43452,Ottawa
020510850,(419) 399-5348,RITE AID #2372,1000 N. WILLIAMS STREET,PAULDING,OH,458799570,Paulding
020155750,(401) 765-1500,CVS/PHARMACY #3499,251 EAST BROADWAY,NEW LEXINGTON,OH,43764,Perry
021215350,(513) 762-1090,KROGER PHARMACY N-313,610 CARROL STREET,NEW LEXINGTON,OH,43764,Perry
021339000,(740) 743-2185,NORTHSIDE SOMERSET PHARMACY,110 WEST MAIN STREET,SOMERSET,OH,43783,Perry
020636300,(740) 248-1341,"ASHVILLE APOTHECARY, INC.",3400 ST. RT. 752,ASHVILLE,OH,43103,Pickaway
022010300,(401) 765-1500,CVS/PHARMACY #6195,205 EAST MAIN STREET,CIRCLEVILLE,OH,43113,Pickaway
021068100,(513) 762-1090,KROGER PHARMACY N-844,175 LANCASTER PIKE,CIRCLEVILLE,OH,43113,Pickaway
020574600,(740) 474-1971,SCHIEBER FAMILY PHARMACY,212 LANCASTER PIKE,CIRCLEVILLE,OH,43113,Pickaway
020602200,(479) 204-2258,WAL-MART PHARMACY 10-1427,1470 S. COURT STREET,CIRCLEVILLE,OH,43113,Pickaway
022652950,(401) 765-1500,CVS/PHARMACY # 11086,210 EAST EMMITT AVENUE,WAVERLY,OH,45690,Pike
020734000,304-675-1612,FRUTH PHARMACY #16,101 JAMES ROAD,WAVERLY,OH,45690,Pike
021160050,(513) 762-1090,KROGER PHARMACY N-363,220 WAVERLY PLAZA,WAVERLY,OH,45690,Pike
021014950,(740) 941-3017,RITE AID DISCOUNT PHARMACY #4708,501 E. EMMITT AVENUE,WAVERLY,OH,45690,Pike
021036400,(479) 204-2258,WAL-MART PHARMACY 10-2572,990 WEST EMMITT AVENUE,WAVERLY,OH,45690,Pike
022571850,(401) 765-1500,CVS PHARMACY #17239,1144 STATE ROUTE 303,STREETSBORO,OH,44241,Portage
022013950,(401) 765-1500,CVS/PHARMACY  #3090,3 NORTH CLEVELAND AVENUE,MOGADORE,OH,44260,Portage
020114150,(401) 765-1500,CVS/PHARMACY #3358,318 EAST MAIN STREET,RAVENNA,OH,44266,Portage
020926900,(401) 765-1500,CVS/PHARMACY #3393,118 W. GARFIELD ROAD,AURORA,OH,44202,Portage
020845050,(401) 765-1500,CVS/PHARMACY #3980,500 S. WATER STREET,KENT,OH,44240,Portage
020868250,(401) 765-1500,CVS/PHARMACY #4807,9940 STATE ROUTE 43,STREETSBORO,OH,44241,Portage
021174650,(330) 725-2340,DISCOUNT DRUG MART #55,1763 EAST MAIN STREET,KENT,OH,44240,Portage
020149600,(412) 968-1610,GIANT EAGLE PHARMACY #4095,4246 STATE ROUTE 44,ROOTSTOWN,OH,44272,Portage
021674500,(412) 968-1610,GIANT EAGLE PHARMACY #5863,1280 STATE ROUTE 303,STREETSBORO,OH,44241,Portage
021114550,(412) 968-1610,GIANT EAGLE PHARMACY #6348,909 E. MAIN STREET,RAVENNA,OH,44266,Portage
021180250,(216) 265-7700,MARC'S PHARMACY,300 AURORA COMMONS CIRCLE,AURORA,OH,44202,Portage
021274700,(216) 265-7700,MARC'S PHARMACY,1145 EAST MAIN STREET,RAVENNA,OH,44266,Portage
020466250,330-527-2828,RITE AID DISCOUNT PHARMACY #1803,10764 NORTH STREET,GARRETTSVILLE,OH,442311016,Portage
020849400,(479) 204-2258,WAL-MART PHARMACY 10-2313,905 SINGLETARY DRIVE,STREETSBORO,OH,44241,Portage
020975450,(479) 204-2258,WAL-MART PHARMACY 10-2506,2600 STATE ROUTE 59,RAVENNA,OH,44266,Portage
021625250,(479) 204-2258,WAL-MART PHARMACY 10-3722,250 TALLMADGE ROAD,KENT,OH,44240,Portage
021221150,847-527-4251,WALGREENS #05639,320 S. WATER STREET,KENT,OH,44240,Portage
021591350,8475274251,WALGREENS #09346,9166 STATE ROUTE 43,STREETSBORO,OH,44241,Portage
021708700,(847) 527-4251,WALGREENS #10567,95 W. GARFIELD ROAD,AURORA,OH,44202-6547,Portage
021844100,(847) 527-4251,WALGREENS #10784,144 E. MAIN STREET,RAVENNA,OH,44266,Portage
020187400,(937) 452-1263,CAMDEN VILLAGE PHARMACY,75 WEST CENTRAL AVE.,CAMDEN,OH,45311,Preble
022012350,(401) 765-1500,CVS/PHARMACY # 6145,1300 NORTH BARRON STREET,EATON,OH,45320,Preble
021511800,(479) 204-2258,WAL-MART PHARMACY 10-5374,100-A EAST WASHINGTON JACKSON,EATON,OH,45320,Preble
021744550,8475274251,WALGREENS #11846,1213 N. BARRON STREET,EATON,OH,453201013,Preble
020164200,(419) 523-6030,RITE AID #2350,305 WEST MAIN STREET,OTTAWA,OH,45875,Putnam
021002450,(479) 204-2258,WAL-MART PHARMACY 10-2542,1720 NORTH PERRY STREET,OTTAWA,OH,45875,Putnam
022412450,(419) 774-3121,CC MANSFIELD CANCER CENTER PHARMACY,1125 ASPIRA COURT,MANSFIELD,OH,44906,Richland
022571100,(401) 765-1500,CVS/PHARMACY # 16720,2205 WALKER LAKE RD,MANSFIELD,OH,44903,Richland
022011150,(401) 765-1500,CVS/PHARMACY #6169,1411 LEXINGTON AVENUE,MANSFIELD,OH,44907,Richland
022011350,(401) 765-1500,CVS/PHARMACY #6175,755 ASHLAND ROAD,MANSFIELD,OH,44905,Richland
022011400,(401) 765-1500,CVS/PHARMACY #6176,1049 WEST FOURTH STREET,MANSFIELD,OH,44906,Richland
021341050,(330) 725-2340,DISCOUNT DRUG MART #59,25 BRIGGS DRIVE,ONTARIO,OH,44906,Richland
021349500,(330) 725-2340,DISCOUNT DRUG MART #70,219 MANSFIELD AVENUE,SHELBY,OH,44875,Richland
021458650,(513) 762-1090,KROGER PHARMACY 518,1240 PARK AVENUE WEST,MANSFIELD,OH,44906,Richland
021233050,(513) 762-1090,KROGER PHARMACY N-557,1060 ASHLAND ROAD,MANSFIELD,OH,44905,Richland
020824900,(513) 762-1090,KROGER SAV-ON PHARMACY N-836,1500 LEXINGTON AVENUE,MANSFIELD,OH,44907,Richland
020731050,(419) 747-8310,MEIJER PHARMACY #126,1355 N. LEXINGTON-SPRINGMILL ROAD,MANSFIELD,OH,449061126,Richland
020381300,(419) 589-8843,RITE AID #2395,1075 ASHLAND ROAD,MANSFIELD,OH,44905,Richland
020096250,(419) 525-7300,RITE AID #3037,1009 PARK AVENUE WEST,MANSFIELD,OH,44906,Richland
021797150,(419) 884-6107,RITE AID #4010,355 EAST MAIN STREET,LEXINGTON,OH,44904,Richland
020187800,419-347-1506,RITE AID DISCOUNT PHARMACY #1282,11 MANSFIELD AVENUE,SHELBY,OH,44875,Richland
020409450,(419) 756-1224,RITE AID DISCOUNT PHARMACY #2403,875 LEXINGTON AVENUE,MANSFIELD,OH,44907,Richland
020639400,(479) 204-2258,WAL-MART PHARMACY 10-1539,359 N. LEXINGTON SPRINGMILL ROAD,ONTARIO,OH,44906,Richland
021563900,(479) 204-2258,WAL-MART PHARMACY 10-5471,2485 POSSUM RUN ROAD,MANSFIELD,OH,44903,Richland
021473150,(847) 527-4251,WALGREENS #07910,1380 LEXINGTON AVENUE,MANSFIELD,OH,44907,Richland
